"NIBRS Crimes and Rates by County - Last 3 Years"
"Current date: 3/6/2021 7:49:56 PM (Mountain Standard Time)"
"Jurisdiction by Geography","Offense Type","Incident Date","Number of Crimes",
"Archuleta County","Theft From Motor Vehicle","2020","9"
"Archuleta County","Theft of Motor Vehicle Parts/Accessories","2019",""
"Archuleta County","Theft of Motor Vehicle Parts/Accessories","2020",""
"Archuleta County","All Other Larceny","2019","78"
"Archuleta County","All Other Larceny","2020","23"
"Archuleta County","Motor Vehicle Theft","2019","17"
"Archuleta County","Motor Vehicle Theft","2020","1"
"Archuleta County","Stolen Property Offenses","2019","3"
"Archuleta County","Stolen Property Offenses","2020","1"
"Archuleta County","Crimes Against Society","2019","60"
"Archuleta County","Crimes Against Society","2020","6"
"Archuleta County","Drug/Narcotic Violations","2019","24"
"Archuleta County","Drug/Narcotic Violations","2020","3"
"Archuleta County","Drug Equipment Violations","2019","17"
"Archuleta County","Drug Equipment Violations","2020",""
"Archuleta County","Betting/Wagering","2019",""
"Archuleta County","Betting/Wagering","2020",""
"Archuleta County","Operating/Promoting/Assisting Gambling","2019",""
"Archuleta County","Operating/Promoting/Assisting Gambling","2020",""
"Archuleta County","Gambling Equipment Violations","2019",""
"Archuleta County","Gambling Equipment Violations","2020",""
"Archuleta County","Sports Tampering","2019",""
"Archuleta County","Sports Tampering","2020",""
"Archuleta County","Pornography/Obscene Material","2019","2"
"Archuleta County","Pornography/Obscene Material","2020",""
"Archuleta County","Prostitution","2019",""
"Archuleta County","Prostitution","2020",""
"Archuleta County","Assisting or Promoting Prostitution","2019",""
"Archuleta County","Assisting or Promoting Prostitution","2020",""
"Archuleta County","Purchasing Prostitution","2019",""
"Archuleta County","Purchasing Prostitution","2020",""
"Archuleta County","Weapon Law Violations","2019","15"
"Archuleta County","Weapon Law Violations","2020","2"
"Archuleta County","Animal Cruelty","2019","2"
"Archuleta County","Animal Cruelty","2020","1"
"Baca County","Crimes Against Person","2019","27"
"Baca County","Crimes Against Person","2020","7"
"Baca County","Murder and Nonnegligent Manslaughter","2019",""
"Baca County","Murder and Nonnegligent Manslaughter","2020",""
"Baca County","Negligent Manslaughter","2019",""
"Baca County","Negligent Manslaughter","2020",""
"Baca County","Justifiable Homicide","2019",""
"Baca County","Justifiable Homicide","2020",""
"Baca County","Kidnapping/Abduction","2019",""
"Baca County","Kidnapping/Abduction","2020",""
"Baca County","Rape","2019",""
"Baca County","Rape","2020",""
"Baca County","Sodomy","2019",""
"Baca County","Sodomy","2020",""
"Baca County","Sexual Assault With An Object","2019",""
